PROC DATE,TIME,BRANCH,SUB-BRANCH,TELLER,FUNC,DESCRIPTION,TRAN AMOUNT,CONTROLLER,LUNUMBER,CLIENT CODE
20210503,822370,3286,0,6,PORB,          ,0,0,9094285,000000ADAMSR 932
20210526,1055580,2626,0,49,PORB,          ,0,0,9097241,000000ADAMSR 932
20210526,1540200,2626,0,49,PORB,          ,0,0,9097241,000000ADAMSR 932
20210602,1249290,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210510,1339090,2626,0,49,PORB,          ,0,0,9005553,000000ADAMSR 932
20210510,1326490,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210525,1653520,2626,0,23,PORB,          ,0,0,9980248,000000ADAMSR 932
20210524,1207120,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210524,1204540,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210510,1321490,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210510,1323270,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210510,1315530,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210505,831480,8243,0,855,PORB,          ,0,0,0,000000ADSERVI070
20210504,1538000,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210525,1417170,3144,0,6,PORB,          ,0,0,9114592,000000AFONDSB002
20210525,1351240,9636,0,0,PORB,          ,0,0,9151392,000000AFONDSB002
20210524,1548490,800,0,5861,PORB,          ,0,0,0,000000AFONDSB002
20210523,1418550,8787,0,6,PORB,          ,0,0,1247763,000000AFONDSB002
20210506,2058180,162,0,39,PORB,          ,0,0,1213988,000000AFONDSB002
20210512,1548030,8114,0,0,PORB,          ,0,0,1192278,000000AFONDSB002
20210517,1141370,3294,0,40,PORB,          ,0,0,9126575,000000AFONDSB002
20210517,1217410,8114,0,39,PORB,          ,0,0,6081810,000000AFONDSB002
20210512,1549310,8114,0,0,PORB,          ,0,0,1192278,000000AFONDSB002
20210512,1548140,8114,0,0,PORB,          ,0,0,1192278,000000AFONDSB002
20210511,1106130,183,0,49,PORB,          ,0,0,5011076,000000AFONDSB002
20210517,1151530,8114,0,23,PORB,          ,0,0,1096477,000000AFONDSB002
20210517,1152270,8114,0,23,PORB,          ,0,0,1096477,000000AFONDSB002
20210507,1223580,9636,0,0,PORB,          ,0,0,9987608,000000AFONDSB002
20210601,807460,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210528,933550,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210528,1626510,162,0,39,PORB,          ,0,0,9149394,000000AFONDSB002
20210527,1807000,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210530,1936490,9636,0,23,PORB,          ,0,0,9154439,000000AFONDSB002
20210527,1814550,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210527,1124300,895,0,0,PORB,          ,0,0,1033367,000000AFONDSB002
20210531,1456420,3144,0,6,PORB,          ,0,0,9114592,000000AFONDSB002
20210527,1949020,162,0,39,PORB,          ,0,0,6085544,000000AFONDSB002
20210528,720210,6277,0,61,PORB,          ,0,0,9069553,000000AFONDSB002
20210504,1537120,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210503,1308080,8568,0,7298,PORB,          ,0,0,0,000000AFONDSB002
20210601,1404480,162,0,39,PORB,          ,0,0,9093401,000000AFONDSB002
20210504,1323550,4993,0,6,PORB,          ,0,0,4505695,000000AFONDSB002
20210602,1226290,9636,0,0,PORB,          ,0,0,9151392,000000AFONDSB002
20210601,1310150,9636,0,23,PORB,          ,0,0,9154439,000000AFONDSB002
20210531,2331520,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210504,723130,162,0,39,PORB,          ,0,0,1232239,000000AFONDSB002
20210503,1120120,9636,0,0,PORB,          ,0,0,9987608,000000ASTOCKB001
20210527,1932560,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210602,743320,162,0,39,PORB,          ,0,0,9093401,000000ASTOCKB001
20210510,1748320,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210517,1150,162,0,39,PORB,          ,0,0,9153516,000000ASTOCKB001
20210531,2325120,162,0,39,PORB,          ,0,0,1232239,000000ASTOCKB001
20210524,1042580,162,0,39,PORB,          ,0,0,1036693,000000ASTOCKB001
20210526,1244260,162,0,39,PORB,          ,0,0,4592879,000000ASTOCKB001
20210521,1035320,3045,0,40,PORB,          ,0,0,9121276,000000ASTOCKB001
20210519,1401240,2520,0,51,PORB,          ,0,0,3028420,000000ASTOCKB001
20210519,1303230,2567,0,51,PORB,          ,0,0,9146011,000000ASTOCKB001
20210519,1304350,2567,0,51,PORB,          ,0,0,9146011,000000ASTOCKB001
20210503,1115520,9636,0,0,PORB,          ,0,0,9987608,000000ASTOCKB001
20210506,1024250,8114,0,23,PORB,          ,0,0,1192360,000000ASTOCKB001
20210510,1102160,3803,0,0,PORB,          ,0,0,4359739,000000ASTOCKB001
20210507,1419010,162,0,39,PORB,          ,0,0,9149394,000000ASTOCKB001
20210506,832260,3144,0,6,PORB,          ,0,0,9115436,000000ASTOCKB001
20210507,1419010,162,0,39,PORB,          ,0,0,9149394,000000ASTOCKB001
20210506,1019160,8114,0,23,PORB,          ,0,0,1192360,000000ASTOCKB001
20210601,805210,9636,0,23,PORB,          ,0,0,4532820,000000ASTOCKB001
20210504,1534240,8101,0,7959,PORB,          ,0,0,0,000000CJSENIO002
20210531,1351070,0,0,0,PORB,          ,0,0,0,000000CJSENIO002
20210504,1526230,8101,0,7959,PORB,          ,0,0,0,000000CJSENIO002
20210521,1058590,5651,0,61,PORB,          ,0,0,1114261,000000CJSENIO002
20210510,1455300,8900,0,18357,PORB,          ,0,0,0,000000CLAMPCE001
20210510,1503540,8976,0,5615,PORB,          ,0,0,0,000000GABBATE001
20210602,901380,8976,0,18744,PORB,          ,0,0,0,000000GABBATE001
20210505,1412140,3294,0,40,PORB,          ,0,0,9126575,000000GABBATE001
20210504,1325020,2626,0,49,PORB,          ,0,0,9072248,000000IPHOLIN005
20210507,1245280,3294,0,40,PORB,          ,0,0,9126575,000000IPHOLIN005
20210506,957350,9109,0,61,PORB,          ,0,0,1049927,000000IPHOLIN005
20210505,1012440,3294,0,40,PORB,          ,0,0,9126575,000000IPHOLIN005
20210505,1447230,4993,0,49,PORB,          ,0,0,2402605,000000IPHOLIN005
20210504,1534270,2626,0,49,PORB,          ,0,0,9072248,000000IPHOLIN005
20210601,925150,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210526,750320,0,0,0,PORB,          ,0,0,0,000000IPHOLIN005
20210531,1213480,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210531,1250250,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210526,921560,0,0,0,PORB,          ,0,0,0,000000IPHOLIN005
20210526,958150,8114,0,39,PORB,          ,0,0,1279682,000000IPHOLIN005
20210526,1359250,6277,0,61,PORB,          ,0,0,9016506,000000IPHOLIN005
20210518,958300,8114,0,0,PORB,          ,0,0,6087557,000000IPHOLIN005
20210518,813290,2500,0,51,PORB,          ,0,0,8442149,000000IPHOLIN005
20210518,842570,3288,0,23,PORB,          ,0,0,1217242,000000IPHOLIN005
20210518,812020,2500,0,51,PORB,          ,0,0,8442149,000000IPHOLIN005
20210518,812320,2500,0,51,PORB,          ,0,0,8442149,000000IPHOLIN005
20210516,1349460,0,0,0,PORB,          ,0,0,0,000000ISSA   013
20210524,926110,8114,0,0,PORB,          ,0,0,4595488,000000ISSA   013
20210526,1642570,1475,0,49,PORB,          ,0,0,9079687,000000ISSA   013
20210516,1444360,0,0,0,PORB,          ,0,0,0,000000ISSA   013
20210516,1553050,275,0,23,PORB,          ,0,0,4584499,000000ISSA   013
20210516,1350220,0,0,0,PORB,          ,0,0,0,000000ISSA   013
20210516,1349320,0,0,0,PORB,          ,0,0,0,000000ISSA   013
20210524,1609030,1352,0,6,PORB,          ,0,0,9069990,000000JJMEDIC001
20210524,1145470,1352,0,6,PORB,          ,0,0,9069990,000000JJMEDIC001
20210518,1454570,1352,0,6,PORB,          ,0,0,9069990,000000JJMEDIC001
20210523,1850170,2096,0,23,PORB,          ,0,0,8437857,000000JSE    021
20210531,1528180,2626,0,49,PORB,          ,0,0,9055066,000000JSE    021
20210531,1504160,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210602,826520,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210509,1230440,161,0,6,PORB,          ,0,0,1227812,000000JSE    021
20210602,829480,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210601,1044380,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210601,1144290,7259,0,5720,PORB,          ,0,0,0,000000JSE    021
20210531,1835030,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210514,811250,8095,0,0,PORB,          ,0,0,9156646,000000KLTRADI021
20210514,827050,8095,0,0,PORB,          ,0,0,9156646,000000LTCC  1720
20210527,1342450,2567,0,17843,PORB,          ,0,0,0,000000MACKISD002
20210527,1358130,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210529,854480,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210529,942580,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210511,1010130,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210513,1259140,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210510,1536470,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210527,1754030,8114,0,39,PORB,          ,0,0,1279679,000000MOTSEDR012
20210525,842400,8442,0,34375,PORB,          ,0,0,0,000000MOTSEDR012
20210521,1002260,2096,0,23,PORB,          ,0,0,9981069,000000MTIMDLC001
20210531,308120,2096,0,23,PORB,          ,0,0,9981071,000000MTIMDLC001
20210507,1434080,8114,0,39,PORB,          ,0,0,1071244,000000MTIMDLC001
20210517,1833440,5368,0,51,PORB,          ,0,0,6082495,000000MTIMDLC001
20210517,1839290,5368,0,51,PORB,          ,0,0,6082495,000000MTIMDLC001
20210517,1830070,5368,0,51,PORB,          ,0,0,6082495,000000MTIMDLC001
20210507,1434080,8114,0,39,PORB,          ,0,0,1071244,000000MTIMDLC001
20210601,1022520,3840,0,1602,PORB,          ,0,0,0,000000MTIMDLC001
20210602,1209530,3840,0,1602,PORB,          ,0,0,0,000000MTIMDLC001
20210521,1340470,9636,0,0,PORB,          ,0,0,9151392,000000NHFINAN001
20210602,1247230,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210506,1202030,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210503,923570,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210525,1336310,9925,0,47561,PORB,          ,0,0,0,000000PRETOE 434
20210525,1506200,8239,0,54913,PORB,          ,0,0,0,000000PRETOE 434
20210510,1333200,3632,0,61,PORB,          ,0,0,9133010,000000PRETOE 434
20210524,1213440,7294,0,61,PORB,          ,0,0,27537,000000RABIE  084
20210525,1321540,5757,0,49,PORB,          ,0,0,5016790,000000RHSKOOL002
20210525,1330360,5757,0,49,PORB,          ,0,0,5016790,000000RHSKOOL002
20210511,927400,5757,0,49,PORB,          ,0,0,5016790,000000RHSKOOL002
20210531,843420,5757,0,49,PORB,          ,0,0,5016790,000000RHSKOOL002
20210510,1053550,5757,0,49,PORB,          ,0,0,5016790,000000RHSKOOL002
20210510,753460,8918,0,62,PORB,          ,0,0,9014288,000000RKWYNMA016
20210512,929200,8918,0,62,PORB,          ,0,0,9014288,000000RKWYNMA016
20210518,1034550,978,0,0,PORB,          ,0,0,1068990,000000RKWYNMA016
20210520,1535430,2202,0,67,PORB,          ,0,0,9112507,000000SAMINT 008
20210521,1431120,162,0,39,PORB,          ,0,0,9155597,000000SAMINT 008
20210526,833130,8174,0,43600,PORB,          ,0,0,0,000000SCOLLEC012
20210511,936140,162,0,39,PORB,          ,0,0,4582467,000000SCOLLEC012
20210512,1440400,162,0,39,PORB,          ,0,0,1036693,000000SCOLLEC012
20210505,1048350,162,0,39,PORB,          ,0,0,4584547,000000SCOLLEC012
20210507,604270,162,0,39,PORB,          ,0,0,9153547,000000SCOLLEC012
20210505,1046510,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210512,2247410,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210507,1626570,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210507,1626570,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210505,1056190,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210505,1231580,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210505,1053560,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210505,1054200,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210505,1053450,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210505,1043070,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210505,1044110,2626,0,49,PORB,          ,0,0,9072248,000000SICC   396
20210517,1449100,3661,0,61,PORB,          ,0,0,676438,000000SMTRADI279
20210527,1435180,0,0,0,PORB,          ,0,0,0,000000SMTRADI279
20210513,1619480,3661,0,61,PORB,          ,0,0,676438,000000SMTRADI279
20210518,2115400,3661,0,61,PORB,          ,0,0,676438,000000SMTRADI279
20210519,1358350,651,0,17608,PORB,          ,0,0,0,000000SMTRADI279
20210518,2113370,3661,0,61,PORB,          ,0,0,676438,000000SMTRADI279
20210504,1406290,3661,0,61,PORB,          ,0,0,676438,000000SMTRADI279
20210501,737520,8114,0,39,PORB,          ,0,0,1071241,000000TAUGWJR001
20210519,1710300,8576,0,35776,PORB,          ,0,0,0,000000TAUGWJR001
20210519,1013480,8011,0,2395,PORB,          ,0,0,0,000000TFTRUST418
20210520,1023530,802,0,0,PORB,          ,0,0,9095450,000000TFTRUST418
20210511,1016460,895,0,6,PORB,          ,0,0,1880749,000000TFTRUST418
20210505,1233460,895,0,6,PORB,          ,0,0,1880749,000000TFTRUST418
20210505,1236410,895,0,6,PORB,          ,0,0,1880749,000000TFTRUST418
20210518,1226230,162,0,39,PORB,          ,0,0,9093401,000000THOMPSO257
20210531,954330,162,0,39,PORB,          ,0,0,9153547,000000THOMPSO257
20210519,913290,1473,0,39,PORB,          ,0,0,4509800,000000THOMPSO257
20210522,1000000,162,0,39,PORB,          ,0,0,6085544,000000THOMPSO257
20210601,914550,1612,0,61,PORB,          ,0,0,9096994,000000THTRUST011
20210517,912310,8243,0,855,PORB,          ,0,0,0,000000TMAID  035
20210518,1546080,6382,0,62,PORB,          ,0,0,1106584,000000TTAGENC017
20210518,1546520,6382,0,62,PORB,          ,0,0,1106584,000000TTAGENC017
20210519,800140,3679,0,35731,PORB,          ,0,0,0,000000VDMERWE254
20210602,1249290,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210603,1444590,9636,0,0,PORB,          ,0,0,9151392,000000AFONDSB002
20210609,1254130,6615,0,256,PORB,          ,0,0,0,000000AFONDSB002
20210609,1451520,9636,0,0,PORB,          ,0,0,9987608,000000AFONDSB002
20210603,1448000,9636,0,0,PORB,          ,0,0,9151392,000000AFONDSB002
20210602,1226290,9636,0,0,PORB,          ,0,0,9151392,000000AFONDSB002
20210604,958320,1058,0,13,PORB,          ,0,0,9078691,000000AFONDSB002
20210604,1641510,275,0,23,PORB,          ,0,0,4584499,000000AFONDSB002
20210601,807460,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210601,1310150,9636,0,23,PORB,          ,0,0,9154439,000000AFONDSB002
20210531,2331520,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210607,1010430,3144,0,6,PORB,          ,0,0,9114592,000000AFONDSB002
20210607,1244400,8114,0,49,PORB,          ,0,0,9076170,000000AFONDSB002
20210603,1150330,895,0,0,PORB,          ,0,0,1033367,000000AFONDSB002
20210603,1205000,1957,0,6,PORB,          ,0,0,5043230,000000AFONDSB002
20210601,1404480,162,0,39,PORB,          ,0,0,9093401,000000AFONDSB002
20210604,835260,9728,0,0,PORB,          ,0,0,7003304,000000AFONDSB002
20210604,940280,8210,0,6321,PORB,          ,0,0,0,000000AFONDSB002
20210604,823330,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210531,2325120,162,0,39,PORB,          ,0,0,1232239,000000ASTOCKB001
20210609,1005560,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210609,1353440,1473,0,39,PORB,          ,0,0,1229235,000000ASTOCKB001
20210607,1359400,3144,0,6,PORB,          ,0,0,9114592,000000ASTOCKB001
20210609,1354300,1473,0,39,PORB,          ,0,0,1229235,000000ASTOCKB001
20210602,743320,162,0,39,PORB,          ,0,0,9093401,000000ASTOCKB001
20210601,805210,9636,0,23,PORB,          ,0,0,4532820,000000ASTOCKB001
20210602,901380,8976,0,18744,PORB,          ,0,0,0,000000GABBATE001
20210609,1006500,8976,0,5615,PORB,          ,0,0,0,000000GABBATE001
20210608,1023130,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210607,1117460,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210607,856040,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210609,1347440,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210608,1516560,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210604,1140350,2626,0,49,PORB,          ,0,0,9055065,000000IPHOLIN005
20210604,1141090,2626,0,49,PORB,          ,0,0,9055065,000000IPHOLIN005
20210601,925150,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210603,1534020,2626,0,23,PORB,          ,0,0,9028174,000000IPHOLIN005
20210604,1534010,8590,0,14721,PORB,          ,0,0,0,000000IPHOLIN005
20210604,1538460,8590,0,14721,PORB,          ,0,0,0,000000IPHOLIN005
20210609,1027230,802,0,0,PORB,          ,0,0,9096498,000000JJMEDIC001
20210608,1153290,802,0,0,PORB,          ,0,0,9096498,000000JJMEDIC001
20210606,1659350,161,0,6,PORB,          ,0,0,1227812,000000JSE    021
20210531,1835030,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210606,1001100,161,0,6,PORB,          ,0,0,1227812,000000JSE    021
20210602,826520,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210602,829480,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210601,1044380,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210601,1144290,7259,0,5720,PORB,          ,0,0,0,000000JSE    021
20210604,1213090,8076,0,47854,PORB,          ,0,0,0,000000LETJOGM001
20210604,1015410,6229,0,2663,PORB,          ,0,0,0,000000MAFUWAN002
20210604,1022000,6229,0,2663,PORB,          ,0,0,0,000000MAFUWAN002
20210602,1209530,3840,0,1602,PORB,          ,0,0,0,000000MTIMDLC001
20210601,1022520,3840,0,1602,PORB,          ,0,0,0,000000MTIMDLC001
20210608,837100,895,0,6,PORB,          ,0,0,9150143,000000NHFINAN001
20210602,1247230,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210608,1310220,8877,0,3535,PORB,          ,0,0,0,000000RETIER 014
20210607,1113020,2544,0,25498,PORB,          ,0,0,0,000000RETIER 014
20210607,1613580,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210608,505040,8114,0,23,PORB,          ,0,0,741566,000000SCOLLEC012
20210607,1332120,0,0,0,PORB,          ,0,0,0,000000SMTRADI279
20210601,914550,1612,0,61,PORB,          ,0,0,9096994,000000THTRUST011
20210607,1734350,8114,0,39,PORB,          ,0,0,6099246,000000THTRUST011
20210607,1739310,8114,0,39,PORB,          ,0,0,6099246,000000THTRUST011
20210607,1740360,8114,0,39,PORB,          ,0,0,6099246,000000THTRUST011
20210602,1249290,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210610,1246520,6265,0,6,PORB,          ,0,0,1148823,000000ADAMSR 932
20210531,2331520,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210601,807460,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210601,1310150,9636,0,23,PORB,          ,0,0,9154439,000000AFONDSB002
20210601,1404480,162,0,39,PORB,          ,0,0,9093401,000000AFONDSB002
20210602,1226290,9636,0,0,PORB,          ,0,0,9151392,000000AFONDSB002
20210603,1444590,9636,0,0,PORB,          ,0,0,9151392,000000AFONDSB002
20210603,1448000,9636,0,0,PORB,          ,0,0,9151392,000000AFONDSB002
20210603,1150330,895,0,0,PORB,          ,0,0,1033367,000000AFONDSB002
20210603,1205000,1957,0,6,PORB,          ,0,0,5043230,000000AFONDSB002
20210604,958320,1058,0,13,PORB,          ,0,0,9078691,000000AFONDSB002
20210604,1641510,275,0,23,PORB,          ,0,0,4584499,000000AFONDSB002
20210604,835260,9728,0,0,PORB,          ,0,0,7003304,000000AFONDSB002
20210604,940280,8210,0,6321,PORB,          ,0,0,0,000000AFONDSB002
20210604,823330,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210607,1010430,3144,0,6,PORB,          ,0,0,9114592,000000AFONDSB002
20210607,1244400,8114,0,49,PORB,          ,0,0,9076170,000000AFONDSB002
20210609,1451520,9636,0,0,PORB,          ,0,0,9987608,000000AFONDSB002
20210609,1254130,6615,0,256,PORB,          ,0,0,0,000000AFONDSB002
20210610,1204080,9636,0,0,PORB,          ,0,0,9151392,000000AFONDSB002
20210615,1047280,9636,0,23,PORB,          ,0,0,1271020,000000AFONDSB002
20210531,2325120,162,0,39,PORB,          ,0,0,1232239,000000ASTOCKB001
20210601,805210,9636,0,23,PORB,          ,0,0,4532820,000000ASTOCKB001
20210602,743320,162,0,39,PORB,          ,0,0,9093401,000000ASTOCKB001
20210607,1359400,3144,0,6,PORB,          ,0,0,9114592,000000ASTOCKB001
20210609,1005560,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210609,1353440,1473,0,39,PORB,          ,0,0,1229235,000000ASTOCKB001
20210609,1354300,1473,0,39,PORB,          ,0,0,1229235,000000ASTOCKB001
20210610,1037230,162,0,39,PORB,          ,0,0,4586477,000000ASTOCKB001
20210610,1159000,3045,0,40,PORB,          ,0,0,9121276,000000ASTOCKB001
20210610,937110,8602,0,2012,PORB,          ,0,0,0,000000ASTOCKB001
20210610,938230,8602,0,2012,PORB,          ,0,0,0,000000ASTOCKB001
20210610,1444070,0,0,0,PORB,          ,0,0,0,000000ASTOCKB001
20210610,1618040,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210611,1218060,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210614,1916200,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210614,927190,3294,0,40,PORB,          ,0,0,9126575,000000ASTOCKB001
20210614,1506390,3011,0,24,PORB,          ,0,0,5032007,000000ASTOCKB001
20210615,1045160,3144,0,61,PORB,          ,0,0,1236014,000000ASTOCKB001
20210615,1445440,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210615,1204410,8101,0,15988,PORB,          ,0,0,0,000000CJSENIO002
20210602,901380,8976,0,18744,PORB,          ,0,0,0,000000GABBATE001
20210609,1006500,8976,0,5615,PORB,          ,0,0,0,000000GABBATE001
20210601,925150,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210603,1534020,2626,0,23,PORB,          ,0,0,9028174,000000IPHOLIN005
20210604,1140350,2626,0,49,PORB,          ,0,0,9055065,000000IPHOLIN005
20210604,1141090,2626,0,49,PORB,          ,0,0,9055065,000000IPHOLIN005
20210604,1534010,8590,0,14721,PORB,          ,0,0,0,000000IPHOLIN005
20210604,1538460,8590,0,14721,PORB,          ,0,0,0,000000IPHOLIN005
20210607,1117460,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210607,856040,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210608,1023130,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210608,1516560,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210609,1347440,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210614,933170,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210614,1509120,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210614,1609070,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210615,1451540,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210615,924120,8935,0,794,PORB,          ,0,0,0,000000IPHOLIN005
20210608,1153290,802,0,0,PORB,          ,0,0,9096498,000000JJMEDIC001
20210609,1027230,802,0,0,PORB,          ,0,0,9096498,000000JJMEDIC001
20210614,936010,3294,0,40,PORB,          ,0,0,9126575,000000JSE    021
20210606,1659350,161,0,6,PORB,          ,0,0,1227812,000000JSE    021
20210531,1835030,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210606,1001100,161,0,6,PORB,          ,0,0,1227812,000000JSE    021
20210602,826520,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210602,829480,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210601,1044380,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210601,1144290,7259,0,5720,PORB,          ,0,0,0,000000JSE    021
20210608,1018020,8114,0,23,PORB,          ,0,0,5027347,000000LADEVEL012
20210614,2000350,162,0,39,PORB,          ,0,0,6086319,000000LETJOGM001
20210614,2001320,162,0,39,PORB,          ,0,0,6086319,000000LETJOGM001
20210614,2001030,162,0,39,PORB,          ,0,0,6086319,000000LETJOGM001
20210604,1213090,8076,0,47854,PORB,          ,0,0,0,000000LETJOGM001
20210604,1015410,6229,0,2663,PORB,          ,0,0,0,000000MAFUWAN002
20210604,1022000,6229,0,2663,PORB,          ,0,0,0,000000MAFUWAN002
20210612,1035530,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210602,1209530,3840,0,1602,PORB,          ,0,0,0,000000MTIMDLC001
20210601,1022520,3840,0,1602,PORB,          ,0,0,0,000000MTIMDLC001
20210610,934540,8011,0,15789,PORB,          ,0,0,0,000000NHFINAN001
20210608,837100,895,0,6,PORB,          ,0,0,9150143,000000NHFINAN001
20210611,904260,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210602,1247230,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210607,1113020,2544,0,25498,PORB,          ,0,0,0,000000RETIER 014
20210608,1310220,8877,0,3535,PORB,          ,0,0,0,000000RETIER 014
20210607,1613580,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210615,843260,8114,0,23,PORB,          ,0,0,5027347,000000SAMINT 008
20210616,1124360,162,0,39,PORB,          ,0,0,9147428,000000SCOLLEC012
20210608,505040,8114,0,23,PORB,          ,0,0,741566,000000SCOLLEC012
20210614,2238350,1747,0,49,PORB,          ,0,0,9156540,000000SMTRADI279
20210607,1332120,0,0,0,PORB,          ,0,0,0,000000SMTRADI279
20210601,914550,1612,0,61,PORB,          ,0,0,9096994,000000THTRUST011
20210614,1119570,3294,0,40,PORB,          ,0,0,9126575,000000THTRUST011
20210607,1740360,8114,0,39,PORB,          ,0,0,6099246,000000THTRUST011
20210607,1734350,8114,0,39,PORB,          ,0,0,6099246,000000THTRUST011
20210607,1739310,8114,0,39,PORB,          ,0,0,6099246,000000THTRUST011
20210602,1249290,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210620,1828380,4567,0,49,PORB,          ,0,0,5030402,000000ADAMSR 932
20210610,1246520,6265,0,6,PORB,          ,0,0,1148823,000000ADAMSR 932
20210607,1244400,8114,0,49,PORB,          ,0,0,9076170,000000AFONDSB002
